code,name,zone,state,address,latitude,longitude
DUK,DUDIA,NWR,Rajasthan,"Dundara, Rajasthan",72.902042,25.934458
DAJ,DUROJI,SWR,Karnataka,"Bellary, Karnataka",76.70013,15.227107
BTPH,CHAKIA THERMAL HALT,,,,86.01624276369999,25.4012639369
JDDA,JATHA,,,,82.875333703,22.0159803866
JDI,JHARRADIH,,,,83.050747,21.999876
DKO,Devakottai Road,SR,Tamil Nadu,"NH 210, Tamil Nadu",78.761747,10.037610999999998
DIB,DIBAI,NR,Uttar Pradesh,"Dibai, Uttar Pradesh",78.303084,28.19378
CNJO,JUHI OUTER CABIN,,,,80.3239098425,26.4531901925
LMA,LAMBIYA,NWR,Rajasthan,"National Highway 79, Rajasthan",74.58561499999999,25.578333999999998
DOHM,Devgarh Madriya,NWR,Rajasthan,"Devgarh, Rajasthan",73.855552,25.610206
DYE,DAYANAND NAGAR,SCR,Andhra Pradesh,"Secunderabad, Andhra Pradesh",78.53134999999999,17.456247
DBV,DABILPUR,SCR,Andhra Pradesh,"Rangareddy, Andhra Pradesh",78.470315,17.674226
BGZ,BAHADURGARH,NR,Haryana,"Bahadurgarh, Haryana",76.930886,28.700863000000002
DME,DAMNAGAR,WR,Gujarat,"Damnagar, Gujarat",71.509053,21.688346
AG,Aranghata,ER,West Bengal,"Haranath Para Ln, West Bengal",88.613551,23.242037
RLG,RELANGI,SCR,Andhra Pradesh,"Relangi, Andhra Pradesh",81.64411,16.709921
CCAB,BMY C CABIN,,,,81.44306300000001,21.209789
DNDI,DHONDI,SCR,Maharashtra,"State Highway 148, Maharashtra",76.736112,19.106268
NDO,NIDUBROLU,,,,80.557243,16.067904
FKA,Fazilka,NR,Punjab,"Fazilka, Punjab",74.02541699999999,30.408641
TDD,TADEPALLIGUDEM,,,,81.526314,16.809960999999998
PTPU,PRATTIAPADU,,,,81.581431,16.820864999999998
BDHT,Bardi Halt,SECR,Madhya Pradesh,"State Highway 19, Madhya Pradesh",78.822411,21.621177
DJL,Dodajala Lake,SWR,Karnataka,"Hosur Road., Karnataka",77.652122,13.183156
DIU,Dhing,NFR,Assam,"National Highway 37, Assam",92.45086500000001,26.453101
DGQ,Dugdol,NWR,Gujarat,"Dhanera, Gujarat",72.096828,24.631708
DAU,Dagru,NR,Punjab,"Dagru, Punjab",75.047442,30.834858
GWH,GHOSHAWAR,,,,85.24335073670001,25.737421135399998
HJP,HAJIPUR JN,,,,85.2155,25.702909000000002
PUK,PUDUKAD,,,,76.26070700000001,10.420507
NYI,NELLAYI,,,,76.275994,10.392415000000002
UKL,UTTUKULI,,,,77.448615,11.156494
TUP,TIRUPPUR,,,,77.341247,11.108906
SNO,SOMANUR,,,,77.18638,11.087247
SUU,SULUR ROAD,,,,77.11729,11.049634
IGU,IRUGUR,,,,77.06913399999999,11.017199
SHI,SINGANALLUR,,,,77.03945900000001,11.012921
PLMD,PILAMEDU,,,,76.999566,11.033241
CBE,COIMBATORE JN,,,,76.966298,10.997639
PTJ,PODANUR JN,,,,76.990125,10.965425
MDKI,MADUKARAI,,,,76.94295000000001,10.900858
IJK,IRINJALAKUDA,,,,76.280924,10.339456
CKI,CHALAKUDI,,,,76.3218076,10.3017975
DINR,DIVINE NAGAR,,,,76.3363143628,10.2853993721
KRAN,KORATTI ANGADI,,,,76.355901,10.260123
KUC,KARUKKUTTY,,,,76.373077,10.225757
AFK,ANGAMALI,,,,76.37786,10.183676
CWR,CHOVVARA,,,,76.37218899999999,10.133064
DJ,Darjeeling,NFR,West Bengal,"Darjeeling, West Bengal",88.263326,27.038151
AWY,ALUVA,,,,76.356508,10.108163
KLMR,KALAMASSERY,,,,76.32695600000001,10.061818
IPL,EDAPPALLY,,,,76.298271,10.034338
ERN,ERNAKULAM TOWN,,,,76.2861,9.991582000000001
ETMD,ETTIMADAI,,,,76.89715500000001,10.898788
WRA,WALAYAR,,,,76.8376135147,10.8471810329
DBN,Dhablan,NR,Punjab,"Gurudwara Ishar Darbar Rd, Punjab",76.276917865,30.3379133215
DBF,Dabpal,?,Chhattisgarh,"Dabpal, Chhattisgarh",81.488923,18.927979999999998
DBZ,Dhing Bazar,NFR,Assam,"Mathaouri Rd, Assam",92.481039,26.455873
CLMD,CHULLIMADA,,,,76.801793,10.837164999999999
KTKU,KOTTEKAD,,,,76.693457,10.815731
DLC,DALMERA,NWR,Rajasthan,"Bikaner, Rajasthan",73.65658,28.417832
TNU,TIRUNETTUR,,,,76.30765699999999,9.933729
KUMM,KUMBALAM,,,,76.3116,9.906723
AROR,AROOR HALT,,,,76.30283299999999,9.8791031
EZP,EZHUPPUNNA,,,,76.302391,9.820288000000001
TUVR,TURAVUR,,,,76.309979,9.772809
ERSC,ERNAKULAM JN. C,,,,76.28985899999999,9.978060000000001
DIR,DHANAPUR ORISSA,ECoR,Orissa,"National Highway 43, Orissa",82.50739300000001,18.945173
DRN,DEORANIAN,NER,Uttar Pradesh,"SH 37, Uttar Pradesh",79.476473,28.64478
BGS,BEGU SARAI,ECR,Bihar,"06243-222853, Bihar",86.134476,25.425296
BQQ,BAKHLETA,,,,79.96972000000001,23.846381
GBP,GULABPURA,NWR,Rajasthan,"Gulabpura, Rajasthan",74.65595449829999,25.9027951891
REI,RITHI,,,,80.140267,23.904168
MBWC,MORADABAD WEST,,,,78.7596338837,28.83865785
HRH,HARTHALA,,,,78.73559542849999,28.8719872056
GOA,GOHAD ROAD,NCR,Madhya Pradesh,"Bhind, Madhya Pradesh",78.439153,26.480421000000003
DHNR,DHANORA DECCAN,SCR,Maharashtra,"Kinwat, Maharashtra",78.13275402709999,19.465517438899997
ALD,ALLAHABAD JN,,,,81.828816,25.446241
ETAH,Etah,NCR,Uttar Pradesh,"Etah, Uttar Pradesh",78.65391899999999,27.571173
GG,GANDHIGRAM,WR,Gujarat,"Ahmedabad, Gujarat",72.568831,23.02676
BSL,BHUSAVAL JN,,,,75.78867170000001,21.0472812
KOPR,KOPAR ROAD,,,,73.077841,19.211345
GGLE,GANGATIKURI,ER,West Bengal,"State Highway 6, West Bengal",88.087286,23.71822
KWD,KARWANDIA,,,,84.084599,24.953195
GDD,Gadra Road,NWR,Rajasthan,"Gadara, Rajasthan",70.64304,25.743851
SSM,SASARAM,,,,84.019423,24.955926
DTAE,DHATRIGRAM,ER,West Bengal,"Dhatrigram, West Bengal",88.31182199999999,23.277796
SLOR,SELOO ROAD,,,,78.71490899999999,20.776649999999997
SNI,SINDI,,,,78.883342,20.816446
DNUA,Dhansura,WR,Gujarat,"State Highway 68, Gujarat",73.19870999999999,23.351916
SGRD,SULGARE,,,,82.743775,22.019979
BUA,BARADWAR,,,,82.813724,22.011725000000002
SKT,SAKTI,,,,82.956526,22.011785000000003
EDU,ERIODU,SR,Tamil Nadu,"State Highway 74, Tamil Nadu",78.05712899000001,10.515627989999999
SUJ,SARJU,,,,81.648076,27.111885
GDN,GANGAIKONDAN,SR,Tamil Nadu,"Thoothukudi, Tamil Nadu",77.786203,8.830736
LDR,LANDAURA,,,,77.941557,29.814493
DUN,DUGANPUR,,,,79.13019,28.658317
CBJ,CLUTTER BUCK GANJ,,,,79.371946,28.396895
BE,BAREILLY,,,,79.4108444,28.337154299999998
DTC,DITOKCHERRA,NFR,Assam,"North Cachar Hills, Assam",92.798715,25.090538
BPG,BADURPUR GHAT,NFR,Assam,"National Highway 53, Assam",92.581099,24.872902
GIW,Girdharpur,NCR,Rajasthan,"State Highway 6, Rajasthan",76.794583,25.845508
RYS,RASURIYA,,,,79.47445900000001,28.26396
NYO,NAYAGAON,,,,85.099366,25.763263
PMU,PARMANANDPUR,,,,85.133951,25.741290999999997
GIR,Gainsari Junction,NER,Uttar Pradesh,"Balrampur, Uttar Pradesh",82.5441789069,27.526839296800002
BPP,BAPATLA,,,,80.46842480000001,15.9086144
APL,APPIKATLA,,,,80.514466,15.970371
MCVM,MACHAVARAM,,,,80.54154100000001,16.025343
CEL,CHEBROL,,,,81.396533,16.819948
GGH,Ghogardiha,ECR,Bihar,"Ghoghardiha, Bihar",86.468503,26.282768
BPY,BADAMPUDI,,,,81.473751,16.828104
ARD,AMARDA ROAD,,,,87.102374,21.734258
PY,PERUNDURAI,,,,77.628672,11.25334
FSR,FAQARSAR,NR,Punjab,"Fakarsar, Punjab",74.57257200000001,30.189431000000003
CFG,CHAKITING,NFR,Assam,"Dhodar Ali, Assam",94.0956546234,26.5616754046
IGR,INGUR,,,,77.587299,11.22501
VZ,VIJAYAMANGALAM,,,,77.522231,11.195525
DLA,DOULTA,,,,78.42932499999999,24.998509000000002
TBT,TALBAHAT,,,,78.414552,25.039255
MZX,MATATILA,,,,78.40284000000001,25.0851
BZY,BASAI,,,,78.394254,25.142923
BAB,BABINA,,,,78.451748,25.237832
KHJ,KHAJRAHA,,,,78.478365,25.304157999999997
BJI,BIJAULI,,,,78.51774610000001,25.3764678
JHSA,JHANSI A CABIN,,,,78.545787,25.41949
JHS,JHANSI JN,,,,78.55298499999999,25.443585
KRQ,KARARI,,,,78.509084,25.530800000000003
DAA,DATIA,,,,78.456356,25.641070000000003
SOR,SONAGIR,,,,78.409099,25.730668
KTRA,KOTRA,,,,78.381661,25.811253999999998
DBA,DABRA,,,,78.331015,25.881197
SMTL,SIMARIATAL,,,,78.3042595734,25.9219956094
AEH,ANANT PAITH,,,,78.2761320917,25.955389501299997
FRH,Farhatnagar,NR,Uttar Pradesh,"Farhatnagar, Uttar Pradesh",80.143212,27.081164
GATD,Gautamdhara,SER,Jharkhand,"Gautamdhara, Jharkhand",85.6329945703,23.3498809788
GEG,Gir Gadhara,WR,Gujarat,"Junagadh, Gujarat",70.919246,20.906347
FLD,Phulad,NWR,Rajasthan,"State Highway 62, Rajasthan",73.81311799999999,25.623979
GADM,Ganga Dham,NER,Uttar Pradesh,"Ganga Dham, Uttar Pradesh",81.930509,27.20976
DTR,Dhamtari,SECR,Chhattisgarh,"Dhamtari, Chhattisgarh",81.550321,20.714515000000002
DRW,DHAREWADA,WR,Gujarat,"Unjha, Gujarat",72.378575,23.960815999999998
KZQ,KHIMEL,NWR,Rajasthan,"Jawai Bandh, Rajasthan",73.279577,25.300189
HDU,HARDUA,,,,80.2834127417,23.9150542164
HDW,HALDWANI,NER,Uttarakhand,"Haldwani, Uttarakhand",79.533732,29.215097
AKT,AKALTARA,,,,82.422049,22.029121
HBU,Halbarga,SCR,Karnataka,"Halbarga, Karnataka",77.298175,17.988470000000003
GNH,GANGAKHER,SCR,Maharashtra,"State Highway 217, Maharashtra",76.755511,18.973377
NIA,NAILA,,,,82.56458900000001,22.022963999999998
KMGE,KUMAHU,,,,83.946305,24.976944
SSG,SHIU SAGAR ROAD,,,,83.895453,24.999464999999997
CPH,CHAMPA,,,,82.665149,22.034731
GPX,Gautampura Road,WR,Madhya Pradesh,"Barnagar, Madhya Pradesh",75.68198989999999,23.2008894
RGQ,RAIGADH ROAD,NWR,Gujarat,"National Highway 8, Gujarat",73.183592,23.596666
GS,GODHANESHWAR,WR,Gujarat,"Bagodara Dholka Link Rd, Gujarat",72.36834,22.68118
GLH,Gulaothi,NR,Uttar Pradesh,"Gulaothi, Uttar Pradesh",77.801799,28.582962
HNB,Hasanabad,ER,West Bengal,"Taki, West Bengal",88.912953,22.570155
PUA,PULLA,,,,81.324846,16.809911
KKRM,KAIKORAM,,,,81.36421899999999,16.815341
JER,JALESWAR,,,,87.22049100000001,21.79749
FYZ,FAIZULLAPUR,,,,80.893347,25.869213
ED,ERODE JN,,,,77.72593400000001,11.327682
HR,Harpalu,NWR,Rajasthan,"Bahal, Rajasthan",75.4910470972,28.569053803099997
RUB,RASULABAD,,,,80.977088,25.826999
SNIE,SATH NARAINI,,,,81.03942,25.795325
DUR,DESUR,SWR,Karnataka,"Desur, Karnataka",74.49801,15.754344
CNC,CHINCHLI,SWR,Karnataka,"Belagavi, Karnataka",74.855323,16.571696999999997
MTB,MATLABPUR,,,,78.656727,28.989821
KNT,KANTH,,,,78.621471,29.059768000000002
MWE,MEWA NAWADA,,,,78.613167,29.118385
SEO,SEOHARA,,,,78.580977,29.204807000000002
CAJ,CHAKRAJ MAL,,,,78.536047,29.249784000000002
DPR,DHAMPUR,,,,78.501588,29.305446
HBW,HABIBWALA,,,,78.47897300000001,29.349034
GKD,GADHAKDA,WR,Gujarat,"Gadhakada Rd, Gujarat",71.38171899999999,21.237962
PNI,PURAINI,,,,78.445574,29.388929
NGG,NAGINA,,,,78.424119,29.437919
BEK,BUNDKI,,,,78.3932854,29.522577000000002
GYN,GYANPUR ROAD,NER,Uttar Pradesh,"Bhadohi District, Uttar Pradesh",82.4272883557,25.280144010999997
MSDR,MURSHADPUR,,,,78.3756456903,29.57239523
NBD,NAJIBABAD JN,,,,78.335733,29.603540000000002
FZL,FAZALPUR,,,,78.27795372130001,29.5937410175
CNK,CHANDOK,,,,78.152782,29.576786
BLW,BALAWALI,,,,78.1124328,29.6274345
RSI,RAISI,,,,78.0664335504,29.6928321018
AAR,ADESAR,WR,Gujarat,"Dist. Kachchh, Gujarat",70.9720505023,23.552978399500002
HRR,HARIHAR,SWR,Karnataka,"Harihar, Karnataka",75.812314,14.515431
GVA,Ganguwada,ECoR,Andhra Pradesh,"Ganguwada, Andhra Pradesh",84.1072235,18.66763705
GUX,Gurhi,SCR,Madhya Pradesh,"Khandwa, Madhya Pradesh",76.58074500000001,21.629554
HMH,HANUMANGARH JN,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.297633,29.614904
AAM,Angadippuram,SR,Kerala,"Angadipuram, Kerala",76.20734300000001,10.979489000000001
PHR,PHILLAUR JN,,,,75.78576100000001,31.016907
LDW,LADHOWAL,,,,75.78581100000001,31.016957
LDH,LUDHIANA JN,,,,75.84787299999999,30.912367
BHOI,DHANDARIKALAN BLOCK HUT,,,,75.87188,30.894741
HKR,Kiwar Khed,SCR,Maharashtra,"State Highway 194, Maharashtra",76.8767,21.186952
DDL,DHANDARI KALAN,,,,75.90949099999999,30.874477
SNL,SANAHWAL,,,,75.9795,30.837436
DOA,DORAHA,,,,76.04330300000001,30.804137
JSPN,JASPALON,,,,76.0801522656,30.7847375851
CHA,CHAWAPALL,,,,76.127464975,30.7594625741
KNN,KHANNA,,,,76.22513400000001,30.707973
GVG,GOVINDGARH,,,,76.2970739075,30.6694834261
SIR,SIRHIND JN,,,,76.383194,30.624222
SDY,SADHOO GARH,,,,76.44847259640001,30.5828632034
SBJ,SARAI BANJARA,,,,76.515682,30.538386
RPJ,RAJPURA JN,,,,76.5940201901,30.486458949
SMU,SAMBHU,,,,76.684143667,30.4290274715
CDL,CHODIALA,,,,77.738546,29.896397999999998
IQB,IQBALPUR,,,,77.803799,29.875114
RK,ROORKEE,,,,77.87417,29.851671
DNRA,DHANDHERA,,,,77.9019227979,29.8434029837
DSNI,DAUSNI,,,,77.979636,29.784745
CPT,CHANNAPATNA,SWR,Karnataka,"Channapatna, Karnataka",77.203824,12.659673000000002
KGF,KATHGHAR,,,,78.796689,28.826066
DLP,DALPATPUR,,,,78.87718699999999,28.820438
MPH,MUNDHA PANDE,,,,78.939038,28.800366999999998
RMU,RAMPUR,,,,79.023419,28.778862999999998
SAR,SHAHZAD NAGAR,,,,79.05214699999999,28.750033000000002
DAM,DHAMORA,,,,79.087745,28.707129000000002
AABH,AMBIKA BHAWANI HALT,,,,84.9690033484,25.751433665
DGA,DIGHWARA,,,,85.003168,25.743938
STLR,SITALPUR,,,,85.03663800000001,25.768739999999998
JDR,JIWDHARA,ECR,Bihar,"Jiwdhara, Bihar",84.906874,26.581722
AWP,AGHWANPUR,,,,78.702865,28.939542
KIA,KHARI AMRAPUR,WR,Gujarat,"State Highway 237, Gujarat",72.913948,23.390711
IMR,IBRAHIMPUR,SWR,Karnataka,"Bijapur, Karnataka",75.719362,16.802926
JND,JUNAGADH JN,WR,Gujarat,"Junagadh, Gujarat",70.457612,21.530606
JA,JALIYA,WR,Gujarat,"Ranuja Village Rd, Gujarat",71.6324910046,21.8163569109
IDP,INDUPALLI,SCR,Andhra Pradesh,"Krishna, Andhra Pradesh",80.87706899999999,16.479094
DBL,DODBELE,SWR,Karnataka,"National Highway 4, Karnataka",77.351193,13.216441000000001
KVD,KHURMABAD ROAD,,,,83.848303,25.021489000000003
JBO,Jamadobu,SER,Jharkhand,"Jharia, Jharkhand",86.410031,23.715138999999997
KTQ,KUDRA,,,,83.79337100000001,25.048552
PSE,PUSAULI,,,,83.72151,25.097235
STPT,SITAMPET,,,,81.211206,16.797409
JHBN,JHAMATPUR BAHARAN,ER,West Bengal,"Goai, West Bengal",88.098669,23.749987
UBC,AMBALA CITY,,,,76.763996,30.378497
JIT,JIRAT,ER,West Bengal,"Jirat, West Bengal",88.461461,23.098255
BMD,BHIMADOLU,,,,81.26109679,16.80848173
JDD,Jerthi Dadhia,NWR,Rajasthan,"MDR 87, Rajasthan",75.2010774705559,27.731618001396782
LXD,LAKSHANNATH ROAD,,,,87.25095300000001,21.842011
JGJN,JUGIJAN,NFR,Assam,"National Highway 36, Assam",92.81771,26.028001
JMI,JAMGURI,NFR,Assam,"National Highway 39, Assam",93.9604479663,26.3877071452
CSM,CANSAULIM,SWR,Goa,"Arossim Beach Rd, Goa",73.897226,15.344532000000001
BPW,BURHPURA,,,,78.42955,25.211179
IDM,Indemau,NR,Uttar Pradesh,"Indemau, Uttar Pradesh",80.767021,26.318344
KSR,KASTURI,,,,81.728838,27.139983
MIR,MAIJAPUR,,,,81.773788,27.141734
JNO,Junnor Deo,CR,Madhya Pradesh,"Dongar Parasia, Madhya Pradesh",78.592052,22.191279
GDK,GONDA KACHAHRI,,,,81.93402688110001,27.1402272205
BRCK,BARUACHAK,,,,82.055181,27.122672
JOL,Jogal,?,Orissa,"Jogal, Orissa",86.88271399999999,21.696442
ICL,Ichauli,NCR,Uttar Pradesh,"Maudaha, Uttar Pradesh",80.178833,25.520955
MOTG,MOTIGANJ,,,,82.103635,27.101387
JLHI,JHILAHI,,,,82.17287785639999,27.072604043299997
KAU,Kachna,NFR,West Bengal,"National Highway 34, West Bengal",88.0246425354,25.6337383216
BBHL,Bela Bela,,,,81.2487596802,26.137192374999998
JOA,JANWAL,SCR,Maharashtra,"Latur, Maharashtra",76.75514700000001,18.559639999999998
JADR,Jadar,WR,Gujarat,"State Highway 9, Gujarat",72.952369,23.745814000000003
JJW,Jojwa,WR,Gujarat,"Vadodara, Gujarat",73.642431,22.253213000000002
MUR,MANKAPUR JN,,,,82.227648,27.039058
LKNR,LAKHPAT NAGAR,,,,82.2775887885,27.0276257858
MSW,MASKANWA,,,,82.3597396039,27.0013792301
ANU,ANANGUR,,,,77.820053,11.396939999999999
POE,Pawapuri Road Halt,,,,85.512918,25.160225
SNC,S NARAYAN CHPLA,,,,82.3961659851,26.9810021017
HSB,Hasanbazar Halt,ECR,Bihar,"Hasan Bazar, Bihar",84.34929577759999,25.2665823122
BNGY,BAHMAN JYOTIA,,,,82.4273550012,26.9662637829
PATI,PARSA TEWARI,,,,82.45215499999999,26.95565
JI,JHUSI,NER,Uttar Pradesh,"NH 2, Uttar Pradesh",81.91664399999999,25.431145
GOVR,GOVINDNAGAR,,,,82.707468,26.864223000000003
BST,BASTI,,,,82.77005899999999,26.815678
ORW,ORWARA,,,,82.83031100000001,26.802388999999998
CRV,CHUREB,,,,82.97763599999999,26.782155
MOW,MANANWALA,,,,74.96656200000001,31.612827000000003
JNL,JANDIALA,,,,75.05441200000001,31.589979
TRA,TANGRA,,,,75.107232,31.576425999999998
JSH,Jaswantgarh,NWR,Rajasthan,"Sujangarh, Rajasthan",74.44396800000001,27.668988
BTR,BUTARI,,,,75.183274,31.556444
BBKR,BABA BAKALARAYA,,,,75.238827,31.541835000000003
BEAS,BEAS,,,,75.2908085,31.5193738
DIW,DHILWAN,,,,75.335011,31.498953
RYM,RAMIDI HALT,,,,75.4078429907,31.4659508779
JKI,Kauriaa Jungle,?,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.29979800000001,26.881072
HMR,HAMIRA,,,,75.432702,31.45628
KRE,KARTARPUR,,,,75.492544,31.432388
SRX,SURA NUSSI,,,,75.541964,31.380553
POM,Punthottam,,,,79.65731229,10.93262802
LOHA,Loha,NWR,Rajasthan,"Ratangarh, Rajasthan",74.619424,28.006921
BBSL,BABA SODHAL NAGAR,,,,75.5648681348,31.3530203474
JUC,JALANDHAR CITY,,,,75.591499,31.331665
KBA,Kurabalakota,SCR,Andhra Pradesh,"Kurabalakota Railway Station, Andhra Pradesh",78.48584299999999,13.666284000000001
JRC,JALANDHAR CANT,,,,75.63210600000001,31.306235
ABE,Ambikeshwar,NCR,Madhya Pradesh,"State Highway 2, Madhya Pradesh",77.963828,26.368567
CEU,CHIHERU,,,,75.70669127869999,31.262694745
MLIH,MAULI HALT,,,,75.769234,31.175
MAUL,MAULA ALI,,,,75.769544,31.17531
GRY,GORAYA,,,,75.77419300000001,31.129722
JTO,Jutogh,NR,Himachal Pradesh,"Shimla, Himachal Pradesh",77.122043,31.100734
JPS,Jamalpur Shaikhan,?,Punjab,"MDR 101, Punjab",75.857438,29.699949
BTTN,BHATIAN,,,,75.780007,31.071444
PPDA,PANCHPATIA DEORIA HALT,,,,84.9361293799,25.768730655699997
KHBV,KHARBAO,CR,Maharashtra,"Thane, Maharashtra",72.983444,19.297247
KEV,KELA DEVI,WCR,Rajasthan,"Bharatpur, Rajasthan",77.329069,27.015612
KDE,KORADACHERI,SR,Tamil Nadu,"Koradacheri, Tamil Nadu",79.49003499999999,10.771022
SHGN,SHRI GHASINAGAR,,,,76.6268054126,27.086514837299998
QGT,KOLAGHAT,,,,87.879653656,22.434330919300002
BW,BIWAI,,,,76.6960924713,27.110623039700002
KHM,KUSMHI,,,,83.453837,26.72824
NYN,NAINI,,,,81.86004199999999,25.393138
CTHR,CHITAHRA,WCR,Madhya Pradesh,"MDR 11, Madhya Pradesh",80.842854,24.862627000000003
STA,SATNA,WCR,Madhya Pradesh,"Satna, Madhya Pradesh",80.827717,24.568619
KALS,KALAS HALT,SWR,Karnataka,"State Highway 6, Karnataka",75.3899776996,15.08644671
KLPM,KAILASAPURAM,SR,Tamil Nadu,"Thattaparai, Tamil Nadu",77.9946102,8.847387005
KHNP,Khanapur Deccan,SCR,Karnataka,"State Highway 4, Karnataka",77.382161,17.942175
KBSH,Krishna Ballabh,ER,Jharkhand,"Giridih, Jharkhand",86.482965,24.255819
KEMA,KUKMA,WR,Gujarat,"Kutch, Gujarat",69.766265,23.217031
KKDI,Karaikkudi Junction,SR,Tamil Nadu,"Ariyakudi Road, Tamil Nadu",78.79331499999999,10.068518
JXN,JIRONA,?,Maharashtra,"Nanded, Maharashtra",77.95139499999999,19.407451000000002
KJZ,KARONJI,SECR,Chhattisgarh,"Devipur, Chhattisgarh",82.923013,23.282475
KDZ,Kandaghat,NR,Himachal Pradesh,"Kandhaghat, Himachal Pradesh",77.106996,30.965544
NPB,Nagapattinam Beach,SR,Tamil Nadu,"Nagapattinam, Tamil Nadu",79.848443,10.764487
MNU,MUNDIKOTA,,,,79.834833,21.372513
JWN,Jiwa Arain,NR,Punjab,"State Highway 20, Punjab",74.355654,30.673761
KWN,KACHEWANI,,,,79.981657,21.430310000000002
AGN,AMGAON,,,,80.3746491022,21.361292855400002
DURG,DURG,,,,81.291837,21.200326999999998
KPNA,KAPAN,,,,82.494827,22.026018
KDTR,KIRODIMALNAGAR,,,,83.33250699999999,21.926994
MTGE,MUTHANI,,,,83.61914300000001,25.173236999999997
SPF,STUARTPURAM,,,,80.406913,15.868003
EE,ELURU,,,,81.11976200000001,16.717816
DEL,DENDULURU,,,,81.18047200000001,16.781406
AGV,ANGUA,,,,87.26992299999999,21.892581999999997
DNT,DANTAN,,,,87.284055,21.930376
KHTN,Khutauna,ECR,Bihar,"Khutuana, Bihar",86.397414,26.494365000000002
BBU,BHABUA ROAD,,,,83.618913,25.173007
KJC,Kasganj City,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",78.658063,27.814972
DGO,DURGAUTI,,,,83.539684,25.207897000000003
MVPM,MAVELIPALAIYAM,,,,77.89921204650001,11.4809140096
SGE,SANKARIDURG,,,,77.870439,11.445732
DCX,DHANICHHA,,,,83.4908372314,25.2271654039
KID,KHAIRAR JN,NCR,Uttar Pradesh,"NH-76 Banda(05192-224813), Uttar Pradesh",80.236073,25.451955
KHOH,KHOH,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.979976,25.209491000000003
KLI,Kauli,NR,Punjab,"National Highway 64, Punjab",76.51987899999999,30.418387999999997
KLAR,KULPAHAR,NCR,Uttar Pradesh,"Kulpahar, Uttar Pradesh",79.63751,25.29552
KMS,KARAMNASA,,,,83.430892,25.239738
KHBJ,KHANNA BANJARI,WCR,Madhya Pradesh,"State Highway 11, Madhya Pradesh",80.822716,23.897087
SYJ,SAIDRAJA,,,,83.35118,25.253531
GAQ,GANJ KHAWAJA,,,,83.18436299999999,25.273922000000002
FOCM,FLYOVER CABIN MUGHALSARAI,,,,83.172391,25.289358999999997
KCT,Kirakat,NER,Uttar Pradesh,"Jaunpur, Uttar Pradesh",82.924798,25.645355
KLD,KHALILABAD,,,,83.055073,26.77453
MHH,MAGHAR,,,,83.133741,26.750013
SIPR,SIHAPAR,,,,83.16487227660001,26.757903231
SWA,SAHJANWA,,,,83.2147,26.763075
MWH,MALWAN,,,,80.685594,26.017246
JTB,JAGATBELA,,,,83.278505,26.772224
KJS,Krishnarajasagar,SWR,Karnataka,"Mandya District, Karnataka",76.56702899999999,12.401425999999999
KLK,Kalka,NR,Haryana,"Kalka, Haryana",76.931759,30.837667
KKS,KURASTI KALAN,,,,80.752455,25.955085
FTP,FATEHPUR,,,,80.801869,25.917489
DMG,DOMINGARH,,,,83.341993,26.765251
BTK,BANKATA,,,,84.09492,26.265917
KKL,KALA BAKRA,NR,Punjab,"Dhogri Rd, Punjab",75.63034779659999,31.4751812122
BAGL,BARAGOPAL,,,,84.906765,25.765088
ATNR,AWATAR NAGAR,,,,84.956774,25.764395999999998
KHKT,KHOTKHOTI,NFR,Assam,"Golaghat Rd, Assam",93.754761,25.952482999999997
ARI,ANTRI,,,,78.2266994458,26.0352337224
KDPS,KADIPUR SANI HA,NER,Uttar Pradesh,"Kadipur Sani, Uttar Pradesh",80.779037,27.862753
KITN,KHIRI TOWN,NER,Uttar Pradesh,"Kheri, Uttar Pradesh",80.788481,27.902943999999998
MNF,MANDA ROAD,,,,82.236678,25.162718
MZP,MIRZAPUR,,,,82.56986900000001,25.13435
JHG,JHINGURA,,,,82.6513464526,25.124474674400002
PRE,PAHARA,,,,82.7247816913,25.1197842638
DAP,DAGMAGPUR,,,,82.800991,25.098881000000002
CAR,CHUNAR,,,,82.874703,25.103351
KYT,KAILAHAT,,,,82.947581,25.155223
ARW,AHRAURA ROAD,,,,83.0188834607,25.1965007241
JEP,JEONATHPUR,,,,83.0618954504,25.2313981241
NEWC,NEW WEST CABIN,,,,83.10921,25.273789999999998
PRKD,POWERKHEDA,,,,77.747363,22.673479
ITKL,ITAYAKALAN,,,,77.5462,23.049837
KOZ,KOSMA,NCR,Uttar Pradesh,"Kosma, Uttar Pradesh",78.837282,27.156663
MDDP,MANDI DIP,,,,77.511077,23.093747
KTM,KUTRALAM,SR,Tamil Nadu,"Kuthalam, Tamil Nadu",79.557389,11.069825000000002
NGN,NANDGAON,,,,74.659526,20.307616
KTX,KATAKHAL JN,NFR,Assam,"Hailakandi, Assam",92.62706700000001,24.83436
KRBA,Korba,SECR,Chhattisgarh,"Korba, Chhattisgarh",82.71301299999999,22.337584
ET,ITARSI JN,,,,77.767128,22.608258
KSAR,KUDALA SANGAM,SWR,Karnataka,"NH 13, Karnataka",75.891059,16.306774
